SEGMENT,ITP_REGION,ERP_SYSTEM,CONSOLIDATED_COMPANY_NAME,CONSOLIDATED_COMPANY_CODE,ERP_COMPANY_CODE,ERP_PLANT_CODE,ACCOUNTING_FACILITY_CODE,RECEIVING_FACILITY_CODE,RECEIVING_FACILITY_DESCRIPTION,SUPPLIER_CODE,SUPPLIER_NAME,SUPPLIER_INV_DATE,SUPPLIER_SHIP_DATE,SUPPLIER_INV_NUMBER,CAT_DOCUMENT_NO,DOCUMENT_CURR,AMOUNT_DOCUMENT_CURR,AMOUNT_USD_LINE,AMOUNT_USD_HEADER_VAT,AMOUNT_USD_HEADER,INV_RECEIPT_DATE,SCANNING_BARCODE,ENTRY_DATE,POSTING_DATE,PAYMENT_DATE,PAYMENT_TERMS,DUE_DATE,DUE_DATE_ERP,PO_NUMBER,DOCUMENT_TYPE,STATUS,TYPE_OF_VENDOR,TRANSACTION_CODE,USER_ID,GRIEF_CREATION_DATE,GRIEF_APPROVAL_DATE,GRIEF_CLOSURE_DATE_HEADER,GRIEF_CLOSURE_DATE_LINE,GRIEF_AGEING,GRANULAR_GRIEF_TYPE,CONSOLIDATED_GRIEF_TYPE,GRIEF_OWNER,GRIEF_ESCALATION,FREIGHT_TYPE,DESTINATION_CITY,DESTINATION_STATE,XPDT_LOAD_AUTH_ID,SECONDARY_CARRIER_PRO_NUMBER,ORIGIN_CITY,ORIGIN_STATE,METHOD_OF_ENTRY,LINE_ITEM_NUMBER,MD5_HASH,ETL_CREATED_DATE,ETL_CDC_DATE
,North America,CFPS,,,1,47,1,47,,495,CEVA INTERNATIONAL INC             ,21-12-2021,21-12-2021,CT104287      ,20211221CT104287      010495 ,USD,868.06,868.06,868.06,868.06,22-12-2021,,06-01-2022,11-01-2022,15-02-2022,60,20-02-2022,20-02-2022,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,06-01-2022,06-01-2022,,,,,,Inbound,MORTON                   ,IL,          ,CT10428       ,SHANGHAI                 ,  ,,,bb137c2aef27dd92ff847f4342f25801,28:20.4,28:20.4
,Asia,CFPS,,,1,26,1,26,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,25-10-2021,25-10-2021,3504619096,202110253504619096    010090 ,USD,28.85,28.85,28.85,28.85,04-11-2021,,19-11-2021,24-11-2021,03-01-2022,60,03-01-2022,03-01-2022,,O ,Cleared,,,CASS    ,01-01-1900,01-01-1900,19-11-2021,19-11-2021,,,,,,outbound,MESA                     ,AZ,          ,350461909,TULLAMARINE              ,VI,,,4c4a07651cb4b2d45a7b44b6938e04fd,28:20.4,28:20.4
,North America,CFPS,,,1,PE,PE,PE,,3674,CENTRAL TRANSPORT INTL INC         ,15-03-2021,15-03-2021,14930345849,2021031514930345849   PE3674 ,USD,132.72,132.72,132.72,132.72,24-03-2021,,09-04-2021,14-04-2021,24-05-2021,60,23-05-2021,23-05-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,09-04-2021,09-04-2021,,,,,,Inbound,WEST FARGO               ,ND,53-    53-,706275,DUNCAN                   ,SC,,,1df91f7da830dd1531ec5f70226d8ae9,28:20.4,28:20.4
,North America,CFPS,,,1,88,1,88,,8496,UNITED PARCEL SERVICE              ,05-03-2020,05-03-2020,2AW4651000307 ,202003052AW4651000307 018496 ,USD,89.17,89.17,89.17,89.17,08-03-2020,,08-03-2020,16-03-2020,05-05-2020,60,07-05-2020,07-05-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,947,,,,,Inbound,                         ,  ,          ,              ,                         ,  ,,,7c5d998c37a9a32b012cc65d6787ff24,28:20.4,28:20.4
,North America,CFPS,,,1,35,35,35,,4982,FORE TRANSPORTATION                ,05-10-2020,05-10-2020,651589PD      ,20201005651589PD      354982 ,USD,4310,4310,4310,4310,05-10-2020,,16-11-2020,19-11-2020,02-12-2020,60,04-12-2020,04-12-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,16-11-2020,16-11-2020,,,,,,Inbound,WARREN                   ,MI,          ,              ,WARREN                   ,MI,,,d4a72fb0603f1891a1132ffb158b3fc2,28:20.4,28:20.4
,North America,CFPS,,,1,1,1,1,,4374,DHL EXPRESS INC                    ,13-10-2021,13-10-2021,1692325552,202110131692325552    014374 ,USD,703.15,703.15,703.15,703.15,21-10-2021,,26-10-2021,29-10-2021,20-12-2021,60,20-12-2021,20-12-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,26-10-2021,26-10-2021,,,,,,outbound,YATALA                   ,QL,          ,169232555,PEORIA                   ,IL,,,96be9fc714591c894a31288ff6f3918c,28:20.4,28:20.4
,North America,CFPS,,,1,ZQ,ZQ,ZQ,,265,ALEXIM TRADING CORPORATION         ,28-07-2021,28-07-2021,ALX218071867  ,20210728ALX218071867  ZQ0265 ,USD,739.94,739.94,739.94,739.94,04-08-2021,,18-08-2021,23-08-2021,01-10-2021,60,03-10-2021,03-10-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,18-08-2021,18-08-2021,,,,,,outbound,SANTIAGO DE CHILE        ,  ,          ,ALX21807186   ,MIAMI LAKES              ,FL,,,9190000bc78f53d0df71da0dc33de964,28:20.4,28:20.4
,North America,CFPS,,,1,UJ,UJ,UJ,,4984,"EVANS TRANSPORTATION SERVICES, INC ",28-02-2020,28-02-2020,D363552       ,20200228D363552       UJ4984 ,USD,1898.1,1898.1,1898.1,1898.1,09-03-2020,,27-03-2020,01-04-2020,06-05-2020,60,08-05-2020,08-05-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,27-03-2020,27-03-2020,,,,,,Inbound,NORTH LITTLE ROCK        ,AR,          ,13103843259,DOUGLAS                  ,AZ,,,ee7ac5bb3430c665dd66b065369f43ad,28:20.4,28:20.4
,North America,CFPS,,,1,JQ,JQ,JQ,,3046,ATS SPECIALIZED INC                ,05-08-2020,05-08-2020,4311955,202008054311955       JQ3046 ,USD,1900,1900,1900,1900,07-08-2020,,12-08-2020,17-08-2020,05-10-2020,60,06-10-2020,06-10-2020,,U ,Cleared,,,CASS    ,01-01-1900,01-01-1900,12-08-2020,12-08-2020,,,,,,outbound,IRVING                   ,TX,263    263,4311955,ATHENS                   ,GA,,,d5a032d07d1a5b6359471229a7f468c8,28:20.4,28:20.4
,North America,CFPS,,,1,DQ,1,DQ,,8496,UNITED PARCEL SERVICE              ,11-02-2020,11-02-2020,A9284R0700215 ,20200211A9284R0700215 018496 ,USD,1.4,1.4,1.4,1.4,16-02-2020,,16-02-2020,21-02-2020,14-04-2020,60,16-04-2020,16-04-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,968,,,,,outbound,                         ,  ,          ,              ,                         ,  ,,,62671d197f9a7f06fbb2d60898a0f4ea,28:20.4,28:20.4
,North America,CFPS,,,1,XA,XA,XA,,55,DHL GLOBAL FORWARDING/AEI (AIR)    ,10-08-2020,10-08-2020,8ET6632       ,202008108ET6632       XA0055 ,USD,69.41,69.41,69.41,69.41,14-12-2020,,29-12-2020,05-01-2021,07-01-2021,60,12-02-2021,12-02-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,29-12-2020,29-12-2020,,,,,,Inbound,ATLANTA                  ,GA,          ,8ET663        ,GENEVA                   ,  ,,,5bf9f1de8de8f644a02516baf3db441b,28:20.4,28:20.4
,EAME,CFPS,,,1,37,37,37,,2687A,CON-WAY FREIGHT                    ,06-05-2020,06-05-2020,176630823,20200506176630823     372687A,USD,21.26,21.26,21.26,21.26,18-05-2020,,25-08-2020,28-08-2020,03-09-2020,60,17-07-2020,17-07-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,18-08-2020,18-08-2020,,,,,,Inbound,JOLIET                   ,IL,311VT-3311,176630823,BOONVILLE                ,MO,,,4a4a2cf992f2d6dd463d33830e15b9f5,28:20.4,28:20.4
,North America,CFPS,,,1,JQ,JQ,JQ,,7738,C H ROBINSON WORLDWIDE INC         ,27-07-2020,27-07-2020,6122245323,202007276122245323    JQ7738 ,USD,4750,4750,4750,4750,30-07-2020,,04-08-2020,07-08-2020,28-09-2020,60,28-09-2020,28-09-2020,,U ,Cleared,,,CASS    ,01-01-1900,01-01-1900,04-08-2020,04-08-2020,,,,,,outbound,WICHITA                  ,KS,284    284,329524017,ATHENS                   ,GA,,,da3c4dc0c2997186fa0b8d1fe6ac2abf,28:20.4,28:20.4
,North America,CFPS,,,1,X2,1,X2,,4984,"EVANS TRANSPORTATION SERVICES, INC ",12-05-2020,12-05-2020,D429794       ,20200512D429794       014984 ,USD,7.31,7.31,7.31,7.31,15-05-2020,,20-05-2020,26-05-2020,13-07-2020,60,14-07-2020,14-07-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,20-05-2020,20-05-2020,,,,,,Inbound,PEORIA                   ,IL,271801027,14879420264,COLUMBUS                 ,WI,,,25e0031dbb6a90258aebf776cd165bc1,28:20.4,28:20.4
,North America,CFPS,,,1,13,13,13,,4841,ESTES EXPRESS LINES                ,02-02-2021,02-02-2021,312495560,20210202312495560     134841 ,USD,13.53,13.53,13.53,13.53,17-02-2021,,25-02-2021,02-03-2021,16-04-2021,60,18-04-2021,18-04-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,25-02-2021,25-02-2021,,,,,,Inbound,DECATUR                  ,IL,529    529,495560,DUNCAN                   ,SC,,,0942d206523c13a33e679dadebff5c0f,28:20.4,28:20.4
,North America,CFPS,,,1,UJ,1,UJ,,8496,UNITED PARCEL SERVICE              ,18-03-2020,18-03-2020,2A82121200321 ,202003182A82121200321 018496 ,USD,24597.02,24597.02,24597.02,24597.02,22-03-2020,,22-03-2020,27-03-2020,19-05-2020,60,21-05-2020,21-05-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,933,,,,,outbound,                         ,  ,          ,              ,                         ,  ,,,b476a2261c723fcfa84be97298368a4a,28:20.4,28:20.4
,North America,CFPS,,,1,TR,DQ,TR,,2687A,CON-WAY FREIGHT                    ,25-05-2021,25-05-2021,622326320,20210525622326320     DQ2687A,USD,42.59,42.59,42.59,42.59,04-06-2021,,17-06-2021,22-06-2021,02-08-2021,60,03-08-2021,03-08-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,17-06-2021,17-06-2021,,,,,,outbound,ELK GROVE                ,CA,       TRC,622326320,WACO                     ,TX,,,470456495732febbabfd0954b61e4206,28:20.4,28:20.4
,North America,CFPS,,,1,47,1,47,,5060,G & D TRANSPORTATION               ,13-05-2020,13-05-2020,73462482,2020051373462482      015060 ,USD,19,19,19,19,23-03-2021,,05-04-2021,08-04-2021,20-05-2021,60,22-05-2021,22-05-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,05-04-2021,05-04-2021,,,,,,Inbound,BARTONVILLE              ,IL,          ,              ,ROCK ISLAND              ,IL,,,a9018ec150262a4e55c19201452c57c8,28:20.4,28:20.4
,North America,CFPS,,,1,47,1,47,,2886,AIR-LAND TRANSPORT SERVICE INC     ,19-02-2021,19-02-2021,1898566,202102191898566       012886 ,USD,250,250,250,250,24-02-2021,,01-03-2021,04-03-2021,23-04-2021,60,25-04-2021,25-04-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,01-03-2021,01-03-2021,,,,,,outbound,MORTON                   ,IL,752    752,1898566,BARTONVILLE              ,IL,,,c25a7ecc454dd1faf6c4ebf2f19d4e60,28:20.4,28:20.4
,North America,CFPS,,,1,40,40,40,,4984,"EVANS TRANSPORTATION SERVICES, INC ",23-06-2021,23-06-2021,D925142       ,20210623D925142       404984 ,USD,465.68,465.68,465.68,465.68,12-07-2021,,29-07-2021,03-08-2021,08-09-2021,60,10-09-2021,10-09-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,29-07-2021,29-07-2021,,,,,,Inbound,SEGUIN                   ,TX,          ,U596014       ,LIBERTYVILLE             ,IL,,,25b90ccfe5ae3d8a0ab972a6dc54fa66,28:20.4,28:20.4
,North America,CFPS,,,1,ZQ,ZQ,ZQ,,265,ALEXIM TRADING CORPORATION         ,08-12-2019,08-12-2019,ALX198120284  ,20191208ALX198120284  ZQ0265 ,USD,4884.58,4884.58,4884.58,4884.58,06-01-2020,,04-02-2020,07-02-2020,04-03-2020,60,06-03-2020,06-03-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,04-02-2020,04-02-2020,,,,,,outbound,SANTIAGO DE CHILE        ,  ,          ,ALX19812028   ,MIAMI LAKES              ,FL,,,4c61c1150865e63e93af10fcd270493d,28:20.4,28:20.4
,North America,CFPS,,,1,47,1,47,,2687A,CON-WAY FREIGHT                    ,07-01-2020,07-01-2020,998073974,20200107998073974     012687A,USD,10,10,10,10,27-01-2020,,30-01-2020,04-02-2020,19-03-2020,60,27-03-2020,27-03-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,30-01-2020,30-01-2020,,,,,,outbound,MERIDIAN                 ,ID,          ,998073974,EFFINGHAM                ,IL,,,d78bb0094a444f62522c4bff0d1af44a,28:20.4,28:20.4
,North America,CFPS,,,1,88,88,88,,2886,AIR-LAND TRANSPORT SERVICE INC     ,19-03-2020,19-03-2020,1842919,202003191842919       882886 ,USD,28.89,28.89,28.89,28.89,23-03-2020,,23-04-2020,28-04-2020,20-05-2020,60,22-05-2020,22-05-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,23-04-2020,23-04-2020,,,,,,Inbound,DANVILLE                 ,IL,151    151,1842919,DANVILLE                 ,IL,,,a24e8d35d02c647a0f5c1f21af659ac2,28:20.4,28:20.4
,North America,CFPS,,,1,R6,R6,R6,,8722,STOVER TRANSPORTATION              ,25-03-2020,25-03-2020,55628,2020032555628         R68722 ,USD,17.1,17.1,17.1,17.1,31-03-2020,,14-04-2020,17-04-2020,22-04-2020,60,30-05-2020,30-05-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,14-04-2020,14-04-2020,,,,,,outbound,COLUMBUS                 ,OH,W32    W32,              ,CLAYTON                  ,OH,,,21c427fbe804840677ece5d11c7deaea,28:20.4,28:20.4
,EAME,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,21-12-2021,21-12-2021,3504957852,202112213504957852    010090 ,USD,15.66,15.66,15.66,15.66,03-01-2022,,14-01-2022,20-01-2022,02-03-2022,60,04-03-2022,04-03-2022,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,14-01-2022,14-01-2022,,,,,,outbound,BOGART                   ,GA,          ,350495785,GRIMBERGEN               ,  ,,,1d84584fec929a3a2c88c35d168f79ab,28:20.4,28:20.4
,North America,CFPS,,,1,47,1,47,,253J ,SCHENKER INTERNATIONAL INC         ,27-04-2021,27-04-2021,MLI94113527   ,20210427MLI94113527   01253J ,USD,15.76,15.76,15.76,15.76,30-04-2021,,18-05-2021,21-05-2021,28-06-2021,60,29-06-2021,29-06-2021,,Y ,Cleared,,,SV$Z1A1 ,01-01-1900,01-01-1900,18-05-2021,18-05-2021,,,,,,outbound,PIRACICABA               ,SP,          ,MLI9411352    ,MORTON                   ,IL,,,a716ff31ea2421c9d3dd448cdb7a80b3,28:20.4,28:20.4
,North America,CFPS,,,1,40,N4,40,,8496,UNITED PARCEL SERVICE              ,26-10-2020,26-10-2020,4XW1764401031 ,202010264XW1764401031 N48496 ,USD,5.08,5.08,5.08,5.08,01-11-2020,,01-11-2020,06-11-2020,29-12-2020,60,31-12-2020,31-12-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,709,,,,,outbound,                         ,  ,          ,              ,                         ,  ,,,1f0fd6f874f411f98de83fab98a88559,28:20.4,28:20.4
,North America,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,29-01-2020,29-01-2020,3502670776,202001293502670776    010090 ,USD,4.28,4.28,4.28,4.28,21-02-2020,,30-10-2020,04-11-2020,12-11-2020,60,21-04-2020,21-04-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,30-10-2020,30-10-2020,,,,,,outbound,HARRISBURG               ,PA,          ,              ,GRIMBERGEN               ,  ,,,695e6d2f952ae72600a49cacb8fca7e7,28:20.4,28:20.4
,North America,CFPS,,,1,13,13,13,,3190,BENNETT MOTOR EXPRESS INC C/O      ,21-01-2022,21-01-2022,746092400,20220121746092400     133190 ,USD,319.88,319.88,319.88,319.88,24-01-2022,,27-01-2022,01-02-2022,23-03-2022,60,25-03-2022,25-03-2022,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,27-01-2022,27-01-2022,,,,,,outbound,SAVANNAH                 ,GA,          ,746092400,DECATUR                  ,IL,,,455864c2c1f19de282618f32496b0f05,28:20.4,28:20.4
,North America,CFPS,,,1,1G,1,1G,,2687A,CON-WAY FREIGHT                    ,16-06-2020,16-06-2020,853112396,20200616853112396     012687A,USD,115.02,115.02,115.02,115.02,29-06-2020,,02-07-2020,08-07-2020,26-08-2020,60,28-08-2020,28-08-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,02-07-2020,02-07-2020,,,,,,Inbound,BARTONVILLE              ,IL,431441-431,853112396,WEST BURLINGTON          ,IA,,,75ec8faf49f3a541f08a0a227ee9124e,28:20.4,28:20.4
,North America,CFPS,,,1,35,FM,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,16-12-2019,16-12-2019,9088218403,201912169088218403    FM0090 ,USD,8.2,8.2,8.2,8.2,07-01-2020,,10-01-2020,15-01-2020,05-03-2020,60,07-03-2020,07-03-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,10-01-2020,10-01-2020,,,,,,outbound,GRAND JUNCTION           ,CO,          ,908821840,GRIMBERGEN               ,  ,,,cd03bb74c16c81900c5a8e0c3448c518,28:20.4,28:20.4
,Japan,CFPS,,,1,66,1,66,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,05-06-2020,05-06-2020,5987405017,202006055987405017    010090 ,USD,1346.4,1346.4,1346.4,1346.4,11-06-2020,,16-06-2020,19-06-2020,10-08-2020,60,10-08-2020,10-08-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,16-06-2020,16-06-2020,,,,,,outbound,MONTGOMERY               ,AL,          ,598740501,YOKOHAMA-SHI             ,  ,,,e8dae908dcb2b301a1552191c6b178e3,28:20.4,28:20.4
,North America,CFPS,,,1,88,88,88,,4174,"DIESEL GLOBAL LOGISTICS, INC       ",05-03-2022,05-03-2022,15456722,2022030515456722      884174 ,USD,15,15,15,15,23-03-2022,,05-04-2022,08-04-2022,0000-12-30,60,22-05-2022,22-05-2022,,C ,Open,,,Z1FP4065,01-01-1900,01-01-1900,05-04-2022,05-04-2022,,,,,,Inbound,LAFAYETTE                ,IN,          ,              ,CIENEGA DE FLORES        ,  ,,,aebe365c384e963cd8494e6bbe828025,28:20.4,28:20.4
,North America,CFPS,,,1,47,1,47,,3999,COX TRANSFER INC                   ,26-04-2021,26-04-2021,862182,20210426862182        013999 ,USD,39.27,39.27,39.27,39.27,28-04-2021,,13-05-2021,18-05-2021,25-06-2021,60,27-06-2021,27-06-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,13-05-2021,13-05-2021,,,,,,Inbound,MORTON                   ,IL,5365362536,2047734,JOLIET                   ,IL,,,9e34ba1ad61f203ecc93a5ebd597d22b,28:20.4,28:20.4
,North America,CFPS,,,1,68,68,68,,8932,E.W. WYLIE CORPORATION             ,29-01-2021,29-01-2021,663965,20210129663965        688932 ,USD,0,0,0,0,09-02-2021,,13-04-2021,16-04-2021,22-04-2021,60,10-04-2021,10-04-2021,,U ,Cleared,,,CASS    ,01-01-1900,01-01-1900,13-04-2021,13-04-2021,,,,,,Inbound,NORTH MANKATO            ,MN,          ,663965,ELKO                     ,NV,,,a80248884f96c2f54172964aa2b8c289,28:20.4,28:20.4
,North America,CFPS,,,1,47,1,47,,8231,SUPERIOR CONSOLIDATED INDUSTRIES   ,24-08-2020,24-08-2020,560561,20200824560561        018231 ,USD,121.4,121.4,121.4,121.4,25-08-2020,,28-08-2020,02-09-2020,22-10-2020,60,24-10-2020,24-10-2020,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,28-08-2020,28-08-2020,,,,,,outbound,BARTONVILLE              ,IL,684    684,560561,BARTONVILLE              ,IL,,,878ac9e9da5bf3baf6099f67d82a19d6,28:20.4,28:20.4
,North America,CFPS,,,1,14,14,14,,4984,"EVANS TRANSPORTATION SERVICES, INC ",20-01-2022,20-01-2022,F343098       ,20220120F343098       144984 ,USD,134.4,134.4,134.4,134.4,26-01-2022,,31-01-2022,03-02-2022,25-03-2022,60,27-03-2022,27-03-2022,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,31-01-2022,31-01-2022,,,,,,Inbound,JOLIET                   ,IL,14891446,15003456165,GRINNELL                 ,IA,,,dcba72a5daf2a4f1c68a2cc69a07c86f,28:20.4,28:20.4
,North America,CFPS,,,1,82,1,82,,4055,DAILY EXPRESS INC                  ,06-01-2020,06-01-2020,4611562,202001064611562       014055 ,USD,386.46,386.46,386.46,386.46,15-01-2020,,21-01-2020,24-01-2020,13-03-2020,60,15-03-2020,15-03-2020,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,21-01-2020,21-01-2020,,,,,,outbound,FARGO                    ,ND,986    986,7388075,BALTIMORE                ,MD,,,245072633d765004696ac7ff6d798cce,28:20.4,28:20.4
,North America,CFPS,,,1,40,40,40,,4984,"EVANS TRANSPORTATION SERVICES, INC ",31-01-2020,31-01-2020,D327364       ,20200131D327364       404984 ,USD,20,20,20,20,06-02-2020,,21-02-2020,26-02-2020,06-04-2020,60,06-04-2020,06-04-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,21-02-2020,21-02-2020,,,,,,Inbound,SEGUIN                   ,TX,223    223,14885056805,VAN WERT                 ,OH,,,1131b4fa6c574beaf9481ffeb54a15fd,28:20.4,28:20.4
,Asia,CFPS,,,1,26,1,26,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,16-08-2021,16-08-2021,3504187555,202108163504187555    010090 ,USD,2757.23,2757.23,2757.23,2757.23,25-08-2021,,08-09-2021,13-09-2021,22-10-2021,60,24-10-2021,24-10-2021,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,08-09-2021,08-09-2021,,,,,,outbound,BENSALEM                 ,PA,          ,350418755,TULLAMARINE              ,VI,,,a3d5c26e4fb6b1b93963537a7c0d90cc,28:20.4,28:20.4
,Japan,CFPS,,,1,66,FM,66,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,21-01-2020,21-01-2020,5986301651,202001215986301651    FM0090 ,USD,127.16,127.16,127.16,127.16,28-01-2020,,31-01-2020,05-02-2020,26-03-2020,60,28-03-2020,28-03-2020,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,31-01-2020,31-01-2020,,,,,,outbound,ABILENE                  ,TX,          ,598630165,YOKOHAMA-SHI             ,  ,,,3fb34d8e788a4c3ecaa52f3b75bca7b6,28:20.4,28:20.4
,North America,CFPS,,,1,47,1,47,,8496,UNITED PARCEL SERVICE              ,29-07-2021,29-07-2021,FA15483210807 ,20210729FA15483210807 018496 ,USD,2.84,2.84,2.84,2.84,08-08-2021,,08-08-2021,13-08-2021,05-10-2021,60,07-10-2021,07-10-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,0000-12-30,0000-12-30,429,,,,,outbound,                         ,  ,          ,              ,                         ,  ,,,2d1689b28546baab30f4195bb323eadd,28:20.4,28:20.4
,North America,CFPS,,,1,14,14,14,,4051,D/C TRANSPORT INC                  ,23-12-2020,23-12-2020,CHS0210299    ,20201223CHS0210299    144051 ,USD,52.76,52.76,52.76,52.76,04-01-2021,,21-01-2021,26-01-2021,03-03-2021,60,05-03-2021,05-03-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,21-01-2021,21-01-2021,,,,,,outbound,SUMTER                   ,SC,CAI    CAI,210299,MOUNT PLEASANT           ,SC,,,87ffda331408dfc4df2e0699dc32cec0,28:20.4,28:20.4
,North America,CFPS,,,1,47,1,47,,55,DHL GLOBAL FORWARDING/AEI (AIR)    ,01-10-2021,01-10-2021,S556089       ,20211001S556089       010055 ,USD,25.47,25.47,25.47,25.47,19-11-2021,,28-12-2021,03-01-2022,05-01-2022,60,18-01-2022,18-01-2022,,V ,Cleared,,,CASS    ,01-01-1900,01-01-1900,13-12-2021,13-12-2021,,,,,,outbound,JEONJU-SI                ,MN,          ,S55608        ,PEORIA                   ,IL,,,f75fca83a7862b748abccbb991ead8de,28:20.4,28:20.4
,North America,CFPS,,,1,47,47,47,,2687A,CON-WAY FREIGHT                    ,21-04-2021,21-04-2021,420998911,20210421420998911     472687A,USD,12.69,12.69,12.69,12.69,03-05-2021,,21-05-2021,26-05-2021,30-06-2021,60,02-07-2021,02-07-2021,,P ,Cleared,,,CASS    ,01-01-1900,01-01-1900,21-05-2021,21-05-2021,,,,,,outbound,TULSA                    ,OK,          ,420998911,BARTONVILLE              ,IL,,,b778bf022e5c00d69865fbed36dfc5aa,28:20.4,28:20.4
,EAME,CFPS,,,1,35,1,35,,90,UPS SUPPLY CHAIN SOLUTIONS(MENLO)  ,21-08-2020,21-08-2020,3502984309,202008213502984309    010090 ,USD,53.25,53.25,53.25,53.25,02-09-2020,,17-09-2020,22-09-2020,30-10-2020,60,01-11-2020,01-11-2020,,V ,Cleared,,,CASS    ,01-01-1900,01-01-1900,17-09-2020,17-09-2020,,,,,,outbound,HURRICANE                ,UT,          ,350298430,GRIMBERGEN               ,  ,,,71033c469143a6a06ad7fe55f27da68d,28:20.4,28:20.4
,North America,CFPS,,,1,1G,1,1G,,2687A,CON-WAY FREIGHT                    ,13-12-2021,13-12-2021,980647150,20211213980647150     012687A,USD,66.02,66.02,66.02,66.02,28-12-2021,,03-01-2022,06-01-2022,24-02-2022,60,26-02-2022,26-02-2022,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,03-01-2022,03-01-2022,,,,,,Inbound,BARTONVILLE              ,IL,752347,980647150,PEORIA                   ,IL,,,be67d960a2ee8a67e5901f1a58e3af52,28:20.4,28:20.4
,North America,CFPS,,,1,47,47,47,,55,DHL GLOBAL FORWARDING/AEI (AIR)    ,13-09-2021,13-09-2021,S310175       ,20210913S310175       470055 ,USD,10,10,10,10,30-11-2021,,23-12-2021,29-12-2021,04-01-2022,60,29-01-2022,29-01-2022,,Y ,Cleared,,,CASS    ,01-01-1900,01-01-1900,22-12-2021,22-12-2021,,,,,,outbound,WIRI                     ,  ,          ,              ,PEORIA                   ,IL,,,487108823bc33c2abc065eadd7f697bf,28:20.4,28:20.4
,North America,CFPS,,,1,ZQ,ZQ,ZQ,,265,ALEXIM TRADING CORPORATION         ,22-03-2021,22-03-2021,ALX218031311  ,20210322ALX218031311  ZQ0265 ,USD,226.5,226.5,226.5,226.5,25-03-2021,,12-04-2021,15-04-2021,24-05-2021,60,24-05-2021,24-05-2021,,A ,Cleared,,,CASS    ,01-01-1900,01-01-1900,12-04-2021,12-04-2021,,,,,,outbound,SANTIAGO DE CHILE        ,  ,          ,ALX21803131   ,MIAMI LAKES              ,FL,,,955a2822a8cb770f8e96f3f1bab5fe0f,28:20.4,28:20.4
